AccX,AccY,AccZ,GyrX,GyrY,GyrZ,EulerX,EulerY,EulerZ,Task ID,Trial ID,Description
0.047,-0.718,-0.293,18.621135,-4.3544808,5.5003968,60.20069706,1.90795014,18.00806994,23,1,Forward fall when trying to get up
0.04,-0.717,-0.268,24.923673,-3.8388186,3.8961144,60.45279858,1.8621135,17.99661078,23,1,Forward fall when trying to get up
0.033,-0.744,-0.226,31.6272816,-4.7555514,3.6096354,60.77365506,1.81054728,17.97369246,23,1,Forward fall when trying to get up
0.017,-0.775,-0.187,35.523396,-5.9014674,5.0993262,61.1632665,1.7475219,17.94504456,23,1,Forward fall when trying to get up
0.006,-0.807,-0.152,38.388186,-6.7609044,6.9327918,61.55287794,1.6615782,17.91639666,23,1,Forward fall when trying to get up
0.007,-0.825,-0.144,39.6486936,-5.5576926,8.2505952,61.95394854,1.56417534,17.91066708,23,1,Forward fall when trying to get up
0.016,-0.817,-0.144,41.1956802,-4.6409598,9.3965112,62.37220788,1.46677248,17.91639666,23,1,Forward fall when trying to get up
0.019,-0.796,-0.149,43.6021038,-4.0680018,9.740286,62.81911512,1.36936962,17.92785582,23,1,Forward fall when trying to get up
0.008,-0.764,-0.138,45.8939358,-2.6356068,9.6829902,63.30612942,1.27769634,17.94504456,23,1,Forward fall when trying to get up
-0.011,-0.73,-0.113,48.0711762,-0.286479,10.026765,63.79314372,1.19175264,17.9908812,23,1,Forward fall when trying to get up
-0.026,-0.712,-0.096,49.5035712,1.6615782,10.5424272,64.29734676,1.11153852,18.05390658,23,1,Forward fall when trying to get up
-0.03,-0.697,-0.065,51.2224452,2.1199446,11.5164558,64.81873854,1.02559482,18.12839112,23,1,Forward fall when trying to get up
-0.028,-0.702,-0.051,51.9099948,1.4896908,12.0894138,65.3458599,0.92819196,18.19714608,23,1,Forward fall when trying to get up
-0.029,-0.703,-0.041,51.3370368,0.8021412,12.4904844,65.89017,0.81932994,18.25444188,23,1,Forward fall when trying to get up
-0.023,-0.701,-0.013,52.139178,0.859437,12.032118,66.42302094,0.72192708,18.31746726,23,1,Forward fall when trying to get up
-0.016,-0.697,0.001,51.3943326,0.5156622,11.172681,66.94441272,0.62452422,18.36903348,23,1,Forward fall when trying to get up
-0.023,-0.696,0.019,48.3576552,-1.3750992,10.5424272,67.4371566,0.53285094,18.39768138,23,1,Forward fall when trying to get up
-0.024,-0.711,0.007,44.2896534,-0.1145916,9.9694692,67.88406384,0.44117766,18.43778844,23,1,Forward fall when trying to get up
0.008,-0.783,-0.02,38.674665,2.4064236,9.740286,68.31378234,0.3724227,18.49508424,23,1,Forward fall when trying to get up
0.061,-0.923,-0.117,25.9549974,1.9480572,10.8289062,68.57734302,0.28074942,18.55238004,23,1,Forward fall when trying to get up
0.061,-1.038,-0.194,12.7196676,-2.6929026,11.9175264,68.70912336,0.16615782,18.57529836,23,1,Forward fall when trying to get up
0.036,-1.134,-0.236,2.291832,-7.2192708,11.2299768,68.73204168,0.03437748,18.54665046,23,1,Forward fall when trying to get up
-0.029,-1.203,-0.297,-7.161975,-6.875496,7.8495246,68.66328672,-0.05156622,18.5065434,23,1,Forward fall when trying to get up
-0.08,-1.205,-0.333,-14.2666542,-3.6096354,2.1199446,68.5257768,-0.09740286,18.48362508,23,1,Forward fall when trying to get up
-0.108,-1.157,-0.383,-18.334656,2.291832,-3.151269,68.33670066,-0.06302538,18.48935466,23,1,Forward fall when trying to get up
-0.122,-1.092,-0.361,-16.615782,6.9327918,-7.448454,68.17054284,0.02291832,18.52373214,23,1,Forward fall when trying to get up
-0.14,-1.036,-0.327,-21.6578124,7.6203414,-6.7036086,67.94708922,0.10886202,18.56956878,23,1,Forward fall when trying to get up
-0.16,-0.968,-0.362,-29.6219286,11.3445684,-4.9274388,67.64342148,0.18907614,18.65551248,23,1,Forward fall when trying to get up
-0.186,-0.919,-0.362,-33.0023808,19.194093,-5.0993262,67.30537626,0.28074942,18.81594072,23,1,Forward fall when trying to get up
-0.19,-0.834,-0.392,-35.1223254,29.6792244,-9.3965112,66.94441272,0.46982556,19.0508535,23,1,Forward fall when trying to get up
-0.171,-0.734,-0.388,-32.085648,39.3622146,-16.5011904,66.61782666,0.75630456,19.34306208,23,1,Forward fall when trying to get up
-0.108,-0.655,-0.416,-30.2521824,45.9512316,-21.3713334,66.30842934,1.1172681,19.6811073,23,1,Forward fall when trying to get up
0.015,-0.571,-0.467,-36.669312,45.8939358,-22.0015872,65.93600664,1.4896908,20.00769336,23,1,Forward fall when trying to get up
0.149,-0.546,-0.511,-43.4302164,39.8778768,-20.6837838,65.47764024,1.8334656,20.28844278,23,1,Forward fall when trying to get up
0.254,-0.53,-0.575,-60.0459984,26.1841806,-18.5638392,64.86457518,2.09702628,20.44887102,23,1,Forward fall when trying to get up
0.313,-0.495,-0.611,-72.9375534,15.9282324,-18.907614,64.12545936,2.3204799,20.50616682,23,1,Forward fall when trying to get up
0.342,-0.408,-0.603,-80.3287116,10.886202,-19.8243468,63.311859,2.53247436,20.5118964,23,1,Forward fall when trying to get up
0.34,-0.311,-0.604,-85.5999252,8.4224826,-21.0848544,62.43523326,2.74446882,20.4832485,23,1,Forward fall when trying to get up
0.312,-0.189,-0.631,-91.7878716,5.7868758,-21.9442914,61.46693424,2.96219286,20.43168228,23,1,Forward fall when trying to get up
0.235,-0.14,-0.582,-85.7145168,3.4950438,-22.8037284,60.5903085,3.16272816,20.35146816,23,1,Forward fall when trying to get up
0.164,-0.168,-0.487,-85.1415588,6.7609044,-22.91832,59.71941234,3.38618178,20.29417236,23,1,Forward fall when trying to get up
0.104,-0.211,-0.433,-91.3295052,10.313244,-22.5745452,58.79122038,3.61536498,20.25979488,23,1,Forward fall when trying to get up
0.071,-0.294,-0.402,-99.2936214,11.0580894,-22.1161788,57.77708472,3.84454818,20.23687656,23,1,Forward fall when trying to get up
0.054,-0.328,-0.397,-108.1744704,7.0473834,-22.4026578,56.6655462,4.05654264,20.1681216,23,1,Forward fall when trying to get up
0.056,-0.366,-0.299,-116.7688404,2.86479,-23.9496444,55.47379356,4.25134836,20.05353,23,1,Forward fall when trying to get up
0.098,-0.434,-0.259,-131.6084526,1.8334656,-26.5279554,54.12734226,4.46334282,19.91602008,23,1,Forward fall when trying to get up
0.121,-0.465,-0.278,-145.9324026,0.1718874,-29.793816,52.6261923,4.68106686,19.73267352,23,1,Forward fall when trying to get up
0.097,-0.472,-0.303,-158.5374786,-4.1825934,-31.9137606,50.99899158,4.88160216,19.49776074,23,1,Forward fall when trying to get up
0.077,-0.414,-0.286,-169.3663848,-7.9068204,-33.1742682,49.25719926,5.0706783,19.21701132,23,1,Forward fall when trying to get up
0.102,-0.319,-0.338,-179.5077414,-10.886202,-33.6326346,47.40654492,5.22537696,18.907614,23,1,Forward fall when trying to get up
0.138,-0.293,-0.404,-193.373325,-14.3812458,-33.0023808,45.41838066,5.33996856,18.56956878,23,1,Forward fall when trying to get up
0.177,-0.347,-0.415,-209.9318112,-19.767051,-31.9710564,43.25259942,5.39726436,18.19714608,23,1,Forward fall when trying to get up
0.18,-0.391,-0.371,-229.0113126,-25.7258142,-29.3927454,40.89201246,5.38007562,17.79607548,23,1,Forward fall when trying to get up
0.174,-0.398,-0.303,-244.8249534,-25.210152,-25.78311,38.38245642,5.32277982,17.42938236,23,1,Forward fall when trying to get up
0.119,-0.325,-0.328,-263.4460884,-19.9389384,-24.5798982,35.68382424,5.28267276,17.10852588,23,1,Forward fall when trying to get up
0.094,-0.15,-0.572,-278.2284048,-16.902261,-26.8144344,32.8304934,5.25975444,16.79339898,23,1,Forward fall when trying to get up
0.232,-0.013,-0.808,-283.041252,-34.4347758,-30.7678446,29.91986676,5.09359662,16.34649174,23,1,Forward fall when trying to get up
0.528,0.046,-1.525,-306.819009,-57.4676874,-28.8197874,26.76859776,4.69252602,15.81937038,23,1,Forward fall when trying to get up
0.479,0.017,-2.13,-348.071985,-53.1705024,-16.9595568,23.21052858,4.25134836,15.43548852,23,1,Forward fall when trying to get up
0.299,0.542,-3.564,-348.7595346,-33.3461556,-18.4492476,19.65818898,3.96486936,15.14900952,23,1,Forward fall when trying to get up
-0.136,1.602,-3.996,-283.4423226,-61.879464,-33.7472262,16.75329192,3.45493674,14.63334732,23,1,Forward fall when trying to get up
-0.049,1.609,-3.996,-169.7101596,-47.7274014,-27.788463,15.01722918,3.05959572,14.23227672,23,1,Forward fall when trying to get up
0.068,-0.823,-0.478,-9.1100322,5.6149884,0.1718874,57.1812084,3.31169724,-23.68608372,23,2,Forward fall when trying to get up
0.057,-0.818,-0.484,-8.1360036,5.9587632,0.286479,57.10099428,3.34034514,-23.6345175,23,2,Forward fall when trying to get up
0.03,-0.812,-0.47,-6.9900876,5.2139178,0.4010706,57.0379689,3.3518043,-23.58868086,23,2,Forward fall when trying to get up
0.011,-0.793,-0.457,-6.589017,4.6982556,-0.0572958,56.97494352,3.37472262,-23.5485738,23,2,Forward fall when trying to get up
0.009,-0.768,-0.437,-5.0993262,5.5576926,-1.0886202,56.9233773,3.4091001,-23.50846674,23,2,Forward fall when trying to get up
0.03,-0.751,-0.419,-3.8961144,6.6463128,-1.8334656,56.88327024,3.46066632,-23.4626301,23,2,Forward fall when trying to get up
0.062,-0.752,-0.445,-4.0680018,6.0733548,-1.4896908,56.84316318,3.50650296,-23.41679346,23,2,Forward fall when trying to get up
0.078,-0.759,-0.438,-2.86479,4.010706,-0.0572958,56.82597444,3.53515086,-23.38814556,23,2,Forward fall when trying to get up
0.08,-0.773,-0.429,-0.9167328,2.291832,1.2605076,56.82024486,3.53515086,-23.35949766,23,2,Forward fall when trying to get up
0.079,-0.762,-0.434,0.1145916,1.8907614,1.8334656,56.82024486,3.52942128,-23.33084976,23,2,Forward fall when trying to get up
0.069,-0.767,-0.432,2.3491278,1.7761698,2.4637194,56.84889276,3.51796212,-23.30220186,23,2,Forward fall when trying to get up
0.042,-0.764,-0.42,3.6669312,1.7761698,3.151269,56.88899982,3.50077338,-23.27355396,23,2,Forward fall when trying to get up
0.024,-0.761,-0.419,5.156622,2.6356068,3.151269,56.9520252,3.48358464,-23.22771732,23,2,Forward fall when trying to get up
0.022,-0.763,-0.416,6.589017,4.583664,2.4637194,57.02078016,3.48931422,-23.1761511,23,2,Forward fall when trying to get up
0.028,-0.77,-0.452,6.3598338,6.016059,1.6042824,57.08953512,3.50650296,-23.1188553,23,2,Forward fall when trying to get up
0.038,-0.776,-0.486,6.9900876,7.1046792,1.432395,57.16401966,3.52942128,-23.05010034,23,2,Forward fall when trying to get up
0.052,-0.777,-0.487,9.3392154,7.5057498,2.5210152,57.26142252,3.54661002,-22.96988622,23,2,Forward fall when trying to get up
0.065,-0.776,-0.484,11.6883432,7.3338624,4.1825934,57.3817437,3.55806918,-22.88394252,23,2,Forward fall when trying to get up
0.073,-0.761,-0.454,15.3552744,5.9587632,6.1306506,57.54217194,3.53515086,-22.79799882,23,2,Forward fall when trying to get up
0.066,-0.744,-0.391,21.772404,4.9274388,7.3338624,57.77135514,3.50077338,-22.7177847,23,2,Forward fall when trying to get up
0.037,-0.75,-0.342,27.6165756,4.4690724,7.5057498,58.05210456,3.4663959,-22.63757058,23,2,Forward fall when trying to get up
0.001,-0.783,-0.302,32.372127,6.0733548,6.1879464,58.39014978,3.44920716,-22.55162688,23,2,Forward fall when trying to get up
-0.026,-0.827,-0.248,35.7525792,8.880849,4.3544808,58.77403164,3.44920716,-22.44849444,23,2,Forward fall when trying to get up
-0.028,-0.864,-0.216,37.528749,10.8289062,3.3231564,59.16364308,3.47785506,-22.33390284,23,2,Forward fall when trying to get up
-0.012,-0.889,-0.213,39.3622146,12.2040054,3.2658606,59.57044326,3.51796212,-22.21358166,23,2,Forward fall when trying to get up
0.006,-0.881,-0.207,40.1643558,12.4904844,4.583664,59.98297302,3.54088044,-22.07607174,23,2,Forward fall when trying to get up
0.016,-0.863,-0.189,42.6280752,12.5477802,6.1306506,60.42415068,3.5523396,-21.93283224,23,2,Forward fall when trying to get up
0.026,-0.865,-0.146,45.9512316,13.2926256,7.0473834,60.91689456,3.55806918,-21.77813358,23,2,Forward fall when trying to get up
0.03,-0.875,-0.146,45.7220484,12.318597,7.7922288,61.38672012,3.5523396,-21.6291645,23,2,Forward fall when trying to get up
0.019,-0.878,-0.133,45.7793442,11.2299768,8.8235532,61.86227526,3.52942128,-21.485925,23,2,Forward fall when trying to get up
-0.008,-0.879,-0.091,47.8992888,11.4018642,10.0840608,62.35501914,3.4950438,-21.33695592,23,2,Forward fall when trying to get up
-0.014,-0.862,-0.125,47.6701056,12.5477802,9.5683986,62.84776302,3.47212548,-21.17652768,23,2,Forward fall when trying to get up
-0.009,-0.857,-0.116,49.4462754,13.5791046,8.9954406,63.37488438,3.44920716,-21.01036986,23,2,Forward fall when trying to get up
-0.015,-0.85,-0.059,51.56622,12.8342592,9.3392154,63.90773532,3.42628884,-20.84994162,23,2,Forward fall when trying to get up
-0.019,-0.818,-0.059,51.56622,13.0634424,9.7975818,64.44058626,3.39764094,-20.6837838,23,2,Forward fall when trying to get up
-0.02,-0.775,-0.02,53.6288688,12.4331886,10.4278356,64.99062594,3.36326346,-20.52335556,23,2,Forward fall when trying to get up
0.004,-0.757,-0.069,52.8840234,15.2979786,11.2299768,65.54066562,3.3231564,-20.33427942,23,2,Forward fall when trying to get up
0.053,-0.777,-0.099,51.6808116,17.3606274,12.9488508,66.08497572,3.28304934,-20.11655538,23,2,Forward fall when trying to get up
0.1,-0.837,-0.119,46.8679644,14.4385416,15.2979786,66.57199002,3.20283522,-19.92174966,23,2,Forward fall when trying to get up
0.135,-0.913,-0.232,37.8725238,10.3705398,16.4438946,66.96160146,3.0939732,-19.76132142,23,2,Forward fall when trying to get up
0.134,-0.981,-0.267,32.7159018,6.589017,15.183387,67.29964668,2.9793816,-19.63527066,23,2,Forward fall when trying to get up
0.073,-1.038,-0.277,27.501984,5.5003968,11.8602306,67.58612568,2.8934379,-19.5378678,23,2,Forward fall when trying to get up
-0.006,-1.046,-0.321,20.9702628,2.2345362,5.7868758,67.81530888,2.8361421,-19.49203116,23,2,Forward fall when trying to get up
-0.077,-1.004,-0.291,14.2093584,-0.8021412,0.2291832,67.95854838,2.83041252,-19.49776074,23,2,Forward fall when trying to get up
-0.118,-0.906,-0.26,6.4171296,-4.1252976,-2.9220858,68.02157376,2.84760126,-19.54932696,23,2,Forward fall when trying to get up
-0.14,-0.811,-0.236,6.4171296,-3.8388186,-2.4064236,68.08459914,2.85333084,-19.58943402,23,2,Forward fall when trying to get up
-0.15,-0.77,-0.236,0.3437748,-1.8334656,-2.4064236,68.08459914,2.87051958,-19.61808192,23,2,Forward fall when trying to get up
-0.149,-0.747,-0.248,-1.432395,5.5576926,-4.583664,68.07886956,2.90489706,-19.58370444,23,2,Forward fall when trying to get up
-0.162,-0.724,-0.253,0.4010706,16.2720072,-10.3705398,68.08459914,3.05386614,-19.46911284,23,2,Forward fall when trying to get up
-0.202,-0.686,-0.27,1.8334656,34.1482968,-17.5898106,68.11324704,3.33461556,-19.21701132,23,2,Forward fall when trying to get up
-0.19,-0.639,-0.339,-3.7815228,51.9672906,-25.0955604,68.09032872,3.74141574,-18.82739988,23,2,Forward fall when trying to get up
-0.147,-0.514,-0.386,-13.3499214,64.6869582,-29.4500412,67.9814667,4.2398892,-18.334656,23,2,Forward fall when trying to get up
-0.031,-0.459,-0.46,-14.9542038,74.6564274,-30.2521824,67.84968636,4.77274014,-17.75596842,23,2,Forward fall when trying to get up
0.16,-0.408,-0.585,-32.7159018,69.1560306,-28.2468294,67.5517482,5.2712136,-17.22311748,23,2,Forward fall when trying to get up
0.334,-0.314,-0.659,-49.9046418,53.9153478,-27.5592798,67.07619306,5.70666168,-16.82777646,23,2,Forward fall when trying to get up
0.455,-0.249,-0.695,-65.1453246,35.0077338,-29.5646328,66.42875052,6.09627312,-16.62724116,23,2,Forward fall when trying to get up
0.473,-0.252,-0.655,-77.5212174,18.4492476,-32.3148312,65.64379806,6.45150708,-16.59286368,23,2,Forward fall when trying to get up
0.398,-0.276,-0.641,-90.4127724,15.9855282,-34.1482968,64.70414694,6.82392978,-16.59859326,23,2,Forward fall when trying to get up
0.319,-0.28,-0.639,-94.8818448,18.3919518,-33.6326346,63.7415775,7.1906229,-16.58140452,23,2,Forward fall when trying to get up
0.251,-0.326,-0.57,-98.2050012,16.6730778,-32.658606,62.738901,7.5343977,-16.5871341,23,2,Forward fall when trying to get up
0.209,-0.306,-0.655,-112.299768,6.2452422,-31.2835068,61.58725542,7.82660628,-16.68453696,23,2,Forward fall when trying to get up
0.197,-0.282,-0.556,-112.7008386,-6.589017,-31.4553942,60.41269152,8.05578948,-16.902261,23,2,Forward fall when trying to get up
0.204,-0.295,-0.442,-115.5083328,-11.2872726,-31.9137606,59.19229098,8.26778394,-17.16582168,23,2,Forward fall when trying to get up
0.16,-0.322,-0.368,-117.5136858,-12.891555,-32.8877892,57.96043128,8.46831924,-17.45803026,23,2,Forward fall when trying to get up
0.094,-0.436,-0.324,-124.5610692,-13.178034,-33.6326346,56.65408704,8.66312496,-17.761698,23,2,Forward fall when trying to get up
0.096,-0.548,-0.308,-139.8590478,-17.761698,-35.0077338,55.18158498,8.84074194,-18.11120238,23,2,Forward fall when trying to get up
0.092,-0.553,-0.345,-158.995845,-28.074942,-38.2735944,53.49708846,8.97252228,-18.57529836,23,2,Forward fall when trying to get up
0.107,-0.477,-0.388,-174.0646404,-33.1742682,-42.3415962,51.6521637,9.09284346,-19.11387888,23,2,Forward fall when trying to get up
0.095,-0.404,-0.327,-190.7377182,-38.961144,-42.112413,49.62389238,9.15586884,-19.69256646,23,2,Forward fall when trying to get up
0.057,-0.342,-0.343,-205.0616682,-37.815228,-38.674665,47.46384072,9.17878716,-20.24833572,23,2,Forward fall when trying to get up
0.058,-0.299,-0.48,-214.2289962,-38.961144,-36.8984952,45.2063862,9.15586884,-20.7983754,23,2,Forward fall when trying to get up
0.105,-0.29,-0.53,-225.458973,-43.9458786,-36.8411994,42.8286105,9.07565472,-21.38852214,23,2,Forward fall when trying to get up
0.157,-0.288,-0.49,-237.2619078,-45.3209778,-34.8358464,40.33051362,8.94960396,-21.96148014,23,2,Forward fall when trying to get up
0.201,-0.197,-0.557,-249.523209,-45.263682,-32.658606,37.72355472,8.77771656,-22.51151982,23,2,Forward fall when trying to get up
0.33,-0.071,-0.647,-252.674478,-51.9672906,-31.3408026,35.07648876,8.51988546,-23.0902074,23,2,Forward fall when trying to get up
0.455,0.05,-0.687,-257.7165084,-60.447069,-27.9603504,32.38358616,8.15319234,-23.66889498,23,2,Forward fall when trying to get up
0.653,0.026,-1.178,-289.057311,-79.1827956,-16.1574156,29.38701582,7.5343977,-24.23039382,23,2,Forward fall when trying to get up
0.703,-0.033,-2.075,-331.2843156,-88.9803774,-5.0420304,25.97791572,6.74944524,-24.70021938,23,2,Forward fall when trying to get up
0.627,0.09,-3.394,-328.0757508,-67.322565,-5.443101,22.62038184,6.12492102,-25.0382646,23,2,Forward fall when trying to get up
0.321,0.873,-3.996,-257.3727336,-62.165943,-12.4331886,19.97904546,5.56915176,-25.3820394,23,2,Forward fall when trying to get up
-0.181,1.624,-3.996,-182.5444188,-62.9680842,-4.1252976,18.11120238,4.97327544,-25.63414092,23,2,Forward fall when trying to get up
0.086,-0.794,-0.47,2.9220858,2.0626488,3.151269,52.8840234,2.7215505,-24.82054056,23,3,Forward fall when trying to get up
0.075,-0.796,-0.502,5.156622,2.578311,4.0680018,52.93558962,2.71009134,-24.77470392,23,3,Forward fall when trying to get up
0.059,-0.804,-0.5,8.7662574,3.6096354,5.3858052,53.0272629,2.68717302,-24.71167854,23,3,Forward fall when trying to get up
0.011,-0.808,-0.444,13.178034,3.4950438,6.875496,53.16477282,2.65279554,-24.64292358,23,3,Forward fall when trying to get up
-0.018,-0.812,-0.448,14.6677248,3.0366774,7.5057498,53.33666022,2.60122932,-24.56843904,23,3,Forward fall when trying to get up
-0.007,-0.826,-0.459,15.1260912,1.2032118,7.161975,53.49708846,2.5496631,-24.51687282,23,3,Forward fall when trying to get up
0.009,-0.859,-0.46,18.9649098,0,6.875496,53.69189418,2.49809688,-24.47676576,23,3,Forward fall when trying to get up
0.029,-0.875,-0.419,22.6891368,-1.2605076,6.4171296,53.92107738,2.44080108,-24.44811786,23,3,Forward fall when trying to get up
0.055,-0.888,-0.4,24.7517856,-2.005353,6.589017,54.1731789,2.38350528,-24.42519954,23,3,Forward fall when trying to get up
0.075,-0.88,-0.39,26.0122932,-3.0939732,7.2765666,54.46538748,2.31475032,-24.4080108,23,3,Forward fall when trying to get up
0.07,-0.871,-0.363,28.4187168,-3.3804522,8.021412,54.75186648,2.2345362,-24.38509248,23,3,Forward fall when trying to get up
0.052,-0.866,-0.33,30.7105488,-2.6929026,8.5370742,55.06699338,2.15432208,-24.35644458,23,3,Forward fall when trying to get up
0.02,-0.858,-0.317,32.4294228,-0.8021412,8.7662574,55.39930902,2.07983754,-24.31633752,23,3,Forward fall when trying to get up
0.025,-0.885,-0.306,35.0077338,0.1145916,9.5111028,55.75454298,2.01108258,-24.25904172,23,3,Forward fall when trying to get up
0.009,-0.913,-0.281,37.5860448,0.6302538,10.599723,56.17280232,1.92513888,-24.19028676,23,3,Forward fall when trying to get up
-0.026,-0.913,-0.249,38.101707,0.7448454,11.0007936,56.56241376,1.84492476,-24.1215318,23,3,Forward fall when trying to get up
-0.039,-0.909,-0.265,37.9871154,0.5156622,10.8289062,56.94629562,1.75898106,-24.05850642,23,3,Forward fall when trying to get up
-0.026,-0.909,-0.268,38.4454818,0.6302538,10.313244,57.34163664,1.68449652,-23.99548104,23,3,Forward fall when trying to get up
-0.014,-0.897,-0.25,39.0757356,0.6875496,9.453807,57.73697766,1.61001198,-23.93245566,23,3,Forward fall when trying to get up
0.01,-0.888,-0.222,39.820581,0.286479,7.9068204,58.17815532,1.55271618,-23.88661902,23,3,Forward fall when trying to get up
0.029,-0.862,-0.215,39.8778768,0.0572958,6.9900876,58.57922592,1.49542038,-23.84651196,23,3,Forward fall when trying to get up
0.033,-0.815,-0.175,40.5654264,-0.0572958,6.4744254,58.99175568,1.44958374,-23.81213448,23,3,Forward fall when trying to get up
0.017,-0.779,-0.178,41.5967508,0.1145916,5.8441716,59.4157446,1.4037471,-23.777757,23,3,Forward fall when trying to get up
0.005,-0.757,-0.167,42.5707794,0.6302538,5.443101,59.85119268,1.36364004,-23.74337952,23,3,Forward fall when trying to get up
-0.004,-0.737,-0.142,43.1437374,1.0886202,5.5576926,60.30955908,1.32353298,-23.70327246,23,3,Forward fall when trying to get up
-0.006,-0.72,-0.139,44.117766,0.9167328,6.1879464,60.75646632,1.28342592,-23.6631654,23,3,Forward fall when trying to get up
-0.012,-0.71,-0.138,44.977203,0.4583664,6.6463128,61.21483272,1.2318597,-23.62305834,23,3,Forward fall when trying to get up
-0.029,-0.686,-0.134,45.6074568,0.0572958,6.7036086,61.6789287,1.18029348,-23.58868086,23,3,Forward fall when trying to get up
-0.042,-0.665,-0.114,46.6387812,0,5.7868758,62.15448384,1.13445684,-23.56003296,23,3,Forward fall when trying to get up
-0.042,-0.64,-0.131,46.4668938,1.5469866,4.5263682,62.63576856,1.10007936,-23.5199259,23,3,Forward fall when trying to get up
-0.044,-0.593,-0.144,46.123119,2.86479,2.0626488,63.10559412,1.10007936,-23.47981884,23,3,Forward fall when trying to get up
-0.057,-0.564,-0.16,45.2063862,3.151269,0.5156622,63.56396052,1.1172681,-23.44544136,23,3,Forward fall when trying to get up
-0.076,-0.556,-0.187,44.6334282,4.6982556,-1.7761698,64.01659734,1.15737516,-23.41106388,23,3,Forward fall when trying to get up
-0.093,-0.541,-0.222,42.8572584,8.4224826,-4.5263682,64.45204542,1.23758928,-23.3480385,23,3,Forward fall when trying to get up
-0.103,-0.515,-0.27,41.9405256,14.2666542,-7.2192708,64.87603434,1.35791046,-23.25063564,23,3,Forward fall when trying to get up
-0.087,-0.45,-0.329,41.825934,20.5691922,-9.740286,65.30002326,1.52979786,-23.09593698,23,3,Forward fall when trying to get up
-0.073,-0.366,-0.343,44.5761324,27.8457588,-12.032118,65.75266008,1.75325148,-22.8896721,23,3,Forward fall when trying to get up
-0.055,-0.259,-0.31,44.1750618,33.2888598,-13.0634424,66.2052969,1.99962342,-22.63757058,23,3,Forward fall when trying to get up
0.011,-0.178,-0.292,39.9351726,38.1590028,-10.026765,66.61782666,2.24026578,-22.32244368,23,3,Forward fall when trying to get up
0.059,-0.259,-0.346,34.4347758,39.4195104,-4.2398892,66.96733104,2.42934192,-21.9729393,23,3,Forward fall when trying to get up
0.086,-0.467,-0.364,25.1528562,43.7739912,0.7448454,67.23089172,2.58404058,-21.56613912,23,3,Forward fall when trying to get up
0.111,-0.693,-0.383,7.6203414,44.8053156,3.3231564,67.322565,2.71582092,-21.13642062,23,3,Forward fall when trying to get up
0.147,-0.854,-0.441,-12.891555,40.8519054,3.2658606,67.2079734,2.82468294,-20.74680918,23,3,Forward fall when trying to get up
0.165,-0.978,-0.509,-35.2942128,31.3980984,1.432395,66.85846902,2.9220858,-20.4546006,23,3,Forward fall when trying to get up
0.166,-1.107,-0.535,-57.6395748,17.3033316,-2.1199446,66.27978144,3.00229992,-20.3113611,23,3,Forward fall when trying to get up
0.198,-1.245,-0.664,-83.1362058,6.4171296,-7.448454,65.4318036,3.08251404,-20.28844278,23,3,Forward fall when trying to get up
0.287,-1.377,-0.841,-104.0491728,-1.5469866,-12.4904844,64.3718313,3.1799169,-20.36292732,23,3,Forward fall when trying to get up
0.355,-1.457,-0.929,-120.7795464,-6.7609044,-14.2093584,63.1399716,3.26013102,-20.49470766,23,3,Forward fall when trying to get up
0.361,-1.52,-1.006,-140.6038932,-11.5737516,-15.8709366,61.70184702,3.33461556,-20.67805422,23,3,Forward fall when trying to get up
0.293,-1.524,-1.102,-162.9492552,-18.4492476,-19.2513888,60.03453924,3.39764094,-20.9416149,23,3,Forward fall when trying to get up
0.186,-1.508,-1.155,-181.341207,-23.8350528,-22.9756158,58.17815532,3.45493674,-21.27966012,23,3,Forward fall when trying to get up
0.128,-1.496,-1.14,-196.811073,-25.0382646,-23.777757,56.16134316,3.50077338,-21.6291645,23,3,Forward fall when trying to get up
0.099,-1.498,-1.09,-212.4528264,-29.1062664,-21.3713334,53.98410276,3.48931422,-22.0015872,23,3,Forward fall when trying to get up
0.102,-1.446,-1.022,-225.2297898,-27.2728008,-17.761698,51.68654118,3.44347758,-22.33390284,23,3,Forward fall when trying to get up
0.136,-1.389,-0.971,-231.4177362,-20.5691922,-13.750992,49.32595422,3.39191136,-22.59173394,23,3,Forward fall when trying to get up
0.108,-1.363,-0.823,-231.9906942,-23.491278,-10.1986524,46.95963768,3.28877892,-22.84383546,23,3,Forward fall when trying to get up
0.055,-1.32,-0.731,-233.480385,-26.7571386,-9.3392154,44.5761324,3.13980984,-23.11312572,23,3,Forward fall when trying to get up
0.063,-1.237,-0.467,-228.9540168,-27.6738714,-12.605076,42.24419334,3.00229992,-23.39960472,23,3,Forward fall when trying to get up
0.096,-1.175,-0.189,-227.464326,-24.8663772,-17.2460358,39.91798386,2.90489706,-23.69754288,23,3,Forward fall when trying to get up
0.164,-1.143,0.045,-227.2351428,-21.0848544,-18.2200644,37.62042228,2.83041252,-23.9782923,23,3,Forward fall when trying to get up
0.213,-1.193,-0.005,-234.6835968,-22.6891368,-16.7876694,35.22545784,2.7215505,-24.25331214,23,3,Forward fall when trying to get up
0.272,-1.257,0.002,-236.4597666,-26.356068,-13.2353298,32.81903424,2.5496631,-24.51114324,23,3,Forward fall when trying to get up
0.22,-1.254,0.049,-232.8501312,-28.2468294,-12.6623718,30.44698812,2.3491278,-24.76897434,23,3,Forward fall when trying to get up
